"행정구역","2024년03월_계_총인구수","2024년03월_계_연령구간인구수","2024년03월_계_0~9세","2024년03월_계_10~19세","2024년03월_계_20~29세","2024년03월_계_30~39세","2024년03월_계_40~49세","2024년03월_계_50~59세","2024년03월_계_60~69세","2024년03월_계_70~79세","2024년03월_계_80~89세","2024년03월_계_90~99세","2024년03월_계_100세 이상","2024년03월_남_총인구수","2024년03월_남_연령구간인구수","2024년03월_남_0~9세","2024년03월_남_10~19세","2024년03월_남_20~29세","2024년03월_남_30~39세","2024년03월_남_40~49세","2024년03월_남_50~59세","2024년03월_남_60~69세","2024년03월_남_70~79세","2024년03월_남_80~89세","2024년03월_남_90~99세","2024년03월_남_100세 이상","2024년03월_여_총인구수","2024년03월_여_연령구간인구수","2024년03월_여_0~9세","2024년03월_여_10~19세","2024년03월_여_20~29세","2024년03월_여_30~39세","2024년03월_여_40~49세","2024년03월_여_50~59세","2024년03월_여_60~69세","2024년03월_여_70~79세","2024년03월_여_80~89세","2024년03월_여_90~99세","2024년03월_여_100세 이상"
"서울특별시  (1100000000)","9,384,739","9,384,739","504,805","733,051","1,348,801","1,426,416","1,412,882","1,496,980","1,321,940","747,041","344,599","46,724","1,500","4,536,128","4,536,128","258,848","374,512","638,347","713,489","699,164","735,830","625,662","337,871","139,521","12,538","346","4,848,611","4,848,611","245,957","358,539","710,454","712,927","713,718","761,150","696,278","409,170","205,078","34,186","1,154"
"서울특별시 종로구 (1111000000)","139,498","139,498","5,778","9,764","21,617","19,301","19,057","23,770","20,862","11,618","6,675","1,016","40","67,228","67,228","2,925","4,760","10,183","9,625","9,238","11,742","10,440","5,293","2,682","330","10","72,270","72,270","2,853","5,004","11,434","9,676","9,819","12,028","10,422","6,325","3,993","686","30"
"서울특별시 종로구 청운효자동(1111051500)","11,277","11,277","579","1,072","1,386","1,494","1,849","1,921","1,427","908","547","88","6","5,136","5,136","304","544","667","677","804","866","655","367","221","29","2","6,141","6,141","275","528","719","817","1,045","1,055","772","541","326","59","4"
"서울특별시 종로구 사직동(1111053000)","8,990","8,990","454","641","1,038","1,425","1,408","1,463","1,253","701","505","97","5","3,961","3,961","227","265","428","630","608","675","583","290","211","42","2","5,029","5,029","227","376","610","795","800","788","670","411","294","55","3"
"서울특별시 종로구 삼청동(1111054000)","2,233","2,233","83","162","237","284","310","344","378","253","149","31","2","1,061","1,061","38","93","117","131","153","160","176","118","61","13","1","1,172","1,172","45","69","120","153","157","184","202","135","88","18","1"
"서울특별시 종로구 부암동(1111055000)","9,072","9,072","384","801","1,082","1,147","1,391","1,614","1,367","758","442","82","4","4,287","4,287","190","444","549","554","627","735","630","352","187","19","0","4,785","4,785","194","357","533","593","764","879","737","406","255","63","4"
"서울특별시 종로구 평창동(1111056000)","17,280","17,280","980","1,524","1,966","2,032","2,478","3,099","2,812","1,420","796","163","10","8,027","8,027","532","720","974","970","1,116","1,377","1,314","650","326","46","2","9,253","9,253","448","804","992","1,062","1,362","1,722","1,498","770","470","117","8"
"서울특별시 종로구 무악동(1111057000)","7,976","7,976","527","946","822","804","1,306","1,442","1,101","603","377","44","4","3,657","3,657","233","401","386","378","605","721","512","265","140","16","0","4,319","4,319","294","545","436","426","701","721","589","338","237","28","4"
"서울특별시 종로구 교남동(1111058000)","9,695","9,695","733","772","1,133","1,398","1,697","1,624","1,202","708","385","43","0","4,447","4,447","361","364","519","634","794","782","545","281","156","11","0","5,248","5,248","372","408","614","764","903","842","657","427","229","32","0"
"서울특별시 종로구 가회동(1111060000)","3,836","3,836","149","305","402","513","614","683","549","363","222","36","0","1,790","1,790","89","156","188","241","285","329","253","157","82","10","0","2,046","2,046","60","149","214","272","329","354","296","206","140","26","0"
"서울특별시 종로구 종로1.2.3.4가동(1111061500)","6,700","6,700","156","220","964","968","840","1,098","1,323","707","374","46","4","4,032","4,032","86","107","466","568","517","741","900","434","195","16","2","2,668","2,668","70","113","498","400","323","357","423","273","179","30","2"
"서울특별시 종로구 종로5.6가동(1111063000)","5,343","5,343","147","194","1,160","897","561","844","801","462","242","35","0","2,811","2,811","66","88","534","503","314","485","477","216","118","10","0","2,532","2,532","81","106","626","394","247","359","324","246","124","25","0"
"서울특별시 종로구 이화동(1111064000)","6,981","6,981","164","323","1,588","1,205","790","1,008","946","573","337","47","0","3,290","3,290","84","170","709","590","399","497","451","255","118","17","0","3,691","3,691","80","153","879","615","391","511","495","318","219","30","0"
"서울특별시 종로구 혜화동(1111065000)","16,014","16,014","497","1,272","4,344","2,009","1,881","2,353","1,724","1,088","736","105","5","7,710","7,710","241","630","2,158","1,056","909","1,133","830","429","290","33","1","8,304","8,304","256","642","2,186","953","972","1,220","894","659","446","72","4"
"서울특별시 종로구 창신제1동(1111067000)","4,507","4,507","106","172","530","600","496","834","993","500","252","24","0","2,384","2,384","55","95","275","337","271","437","559","250","101","4","0","2,123","2,123","51","77","255","263","225","397","434","250","151","20","0"
"서울특별시 종로구 창신제2동(1111068000)","7,470","7,470","154","330","933","886","793","1,654","1,495","775","399","51","0","3,847","3,847","80","170","477","517","448","859","770","361","143","22","0","3,623","3,623","74","160","456","369","345","795","725","414","256","29","0"
"서울특별시 종로구 창신제3동(1111069000)","6,323","6,323","284","417","801","912","802","1,168","1,092","521","280","46","0","3,114","3,114","147","215","419","460","405","565","551","236","95","21","0","3,209","3,209","137","202","382","452","397","603","541","285","185","25","0"
"서울특별시 종로구 숭인제1동(1111070000)","5,819","5,819","195","330","723","817","811","1,087","995","533","286","42","0","2,813","2,813","98","167","340","407","422","551","476","247","97","8","0","3,006","3,006","97","163","383","410","389","536","519","286","189","34","0"
"서울특별시 종로구 숭인제2동(1111071000)","9,982","9,982","186","283","2,508","1,910","1,030","1,534","1,404","745","346","36","0","4,861","4,861","94","131","977","972","561","829","758","385","141","13","0","5,121","5,121","92","152","1,531","938","469","705","646","360","205","23","0"
"서울특별시 중구 (1114000000)","121,602","121,602","5,529","6,159","17,454","21,144","16,725","19,064","18,411","10,547","5,649","892","28","58,767","58,767","2,819","3,078","7,939","10,546","8,529","9,523","9,174","4,782","2,138","230","9","62,835","62,835","2,710","3,081","9,515","10,598","8,196","9,541","9,237","5,765","3,511","662","19"
"서울특별시 중구 소공동(1114052000)","2,185","2,185","147","139","217","447","511","326","230","110","49","9","0","1,033","1,033","79","52","76","215","244","169","122","52","22","2","0","1,152","1,152","68","87","141","232","267","157","108","58","27","7","0"
"서울특별시 중구 회현동(1114054000)","4,349","4,349","155","189","422","519","521","777","947","513","256","48","2","2,292","2,292","80","96","215","250","279","415","558","262","124","13","0","2,057","2,057","75","93","207","269","242","362","389","251","132","35","2"
"서울특별시 중구 명동(1114055000)","2,606","2,606","57","117","335","353","352","452","477","282","149","31","1","1,080","1,080","33","47","141","181","140","203","188","106","36","4","1","1,526","1,526","24","70","194","172","212","249","289","176","113","27","0"
"서울특별시 중구 필동(1114057000)","4,203","4,203","137","202","779","815","511","571","610","332","198","46","2","2,162","2,162","71","99","376","433","281","329","313","166","83","11","0","2,041","2,041","66","103","403","382","230","242","297","166","115","35","2"
"서울특별시 중구 장충동(1114058000)","4,577","4,577","135","294","1,227","679","514","576","530","365","225","32","0","2,389","2,389","72","141","687","397","267","297","268","163","86","11","0","2,188","2,188","63","153","540","282","247","279","262","202","139","21","0"
"서울특별시 중구 광희동(1114059000)","5,834","5,834","128","183","1,242","1,262","671","751","843","506","224","23","1","2,878","2,878","68","92","489","660","357","405","467","243","89","7","1","2,956","2,956","60","91","753","602","314","346","376","263","135","16","0"
"서울특별시 중구 을지로동(1114060500)","3,084","3,084","134","71","412","937","452","371","392","207","97","11","0","1,688","1,688","62","30","175","518","247","226","261","117","46","6","0","1,396","1,396","72","41","237","419","205","145","131","90","51","5","0"
"서울특별시 중구 신당동(1114061500)","7,412","7,412","224","243","1,285","1,316","961","1,201","1,133","664","334","50","1","3,612","3,612","94","111","537","654","519","652","586","319","132","8","0","3,800","3,800","130","132","748","662","442","549","547","345","202","42","1"
"서울특별시 중구 다산동(1114062500)","13,231","13,231","430","684","2,035","2,171","1,725","2,141","2,072","1,217","661","94","1","6,421","6,421","226","365","977","1,128","877","1,062","956","559","253","18","0","6,810","6,810","204","319","1,058","1,043","848","1,079","1,116","658","408","76","1"
"서울특별시 중구 약수동(1114063500)","16,115","16,115","806","875","1,779","2,297","2,162","2,675","2,690","1,683","985","159","4","7,447","7,447","398","453","848","1,115","1,047","1,230","1,239","718","359","39","1","8,668","8,668","408","422","931","1,182","1,115","1,445","1,451","965","626","120","3"
"서울특별시 중구 청구동(1114064500)","12,987","12,987","632","728","1,596","2,143","1,622","2,148","2,109","1,195","698","109","7","6,116","6,116","316","372","767","1,042","809","1,008","1,013","514","244","28","3","6,871","6,871","316","356","829","1,101","813","1,140","1,096","681","454","81","4"
"서울특별시 중구 신당제5동(1114065000)","10,151","10,151","436","511","1,460","1,816","1,410","1,743","1,481","825","409","59","1","4,913","4,913","215","237","646","911","730","912","733","352","154","22","1","5,238","5,238","221","274","814","905","680","831","748","473","255","37","0"
"서울특별시 중구 동화동(1114066500)","9,958","9,958","565","739","1,115","1,295","1,386","1,825","1,644","828","479","82","0","4,788","4,788","307","366","543","631","676","867","817","390","164","27","0","5,170","5,170","258","373","572","664","710","958","827","438","315","55","0"
"서울특별시 중구 황학동(1114067000)","12,718","12,718","608","469","2,199","2,960","1,834","1,670","1,609","906","391","70","2","5,979","5,979","324","229","885","1,442","931","809","791","409","143","16","0","6,739","6,739","284","240","1,314","1,518","903","861","818","497","248","54","2"
"서울특별시 중구 중림동(1114068000)","12,192","12,192","935","715","1,351","2,134","2,093","1,837","1,644","914","494","69","6","5,969","5,969","474","388","577","969","1,125","939","862","412","203","18","2","6,223","6,223","461","327","774","1,165","968","898","782","502","291","51","4"
"서울특별시 용산구 (1117000000)","209,849","209,849","10,751","13,479","29,316","36,895","30,747","33,760","28,999","15,564","8,817","1,460","61","100,488","100,488","5,484","6,836","13,341","18,263","15,207","16,479","14,169","6,898","3,366","427","18","109,361","109,361","5,267","6,643","15,975","18,632","15,540","17,281","14,830","8,666","5,451","1,033","43"
"서울특별시 용산구 후암동(1117051000)","15,919","15,919","677","1,091","2,173","2,750","2,272","2,592","2,309","1,259","680","107","9","7,676","7,676","341","589","1,040","1,442","1,107","1,275","1,068","559","231","22","2","8,243","8,243","336","502","1,133","1,308","1,165","1,317","1,241","700","449","85","7"
"서울특별시 용산구 용산2가동(1117052000)","8,853","8,853","245","436","1,290","1,635","1,232","1,244","1,318","874","499","78","2","4,329","4,329","128","232","670","852","659","587","606","384","192","18","1","4,524","4,524","117","204","620","783","573","657","712","490","307","60","1"
"서울특별시 용산구 남영동(1117053000)","6,817","6,817","126","226","755","1,017","830","1,450","1,471","620","283","34","5","4,169","4,169","69","125","337","558","500","996","1,040","386","142","14","2","2,648","2,648","57","101","418","459","330","454","431","234","141","20","3"
"서울특별시 용산구 청파동(1117055500)","18,867","18,867","501","975","4,039","3,357","2,271","2,967","2,495","1,400","767","90","5","8,721","8,721","251","452","1,511","1,779","1,162","1,481","1,190","578","295","19","3","10,146","10,146","250","523","2,528","1,578","1,109","1,486","1,305","822","472","71","2"
"서울특별시 용산구 원효로제1동(1117056000)","16,997","16,997","1,065","943","2,872","4,179","2,655","2,185","1,805","851","385","57","0","7,873","7,873","544","495","1,093","1,945","1,281","1,094","872","384","149","16","0","9,124","9,124","521","448","1,779","2,234","1,374","1,091","933","467","236","41","0"
"서울특별시 용산구 원효로제2동(1117057000)","13,595","13,595","715","978","1,877","2,340","1,934","2,238","1,860","1,020","546","84","3","6,383","6,383","356","425","817","1,133","974","1,097","887","473","196","25","0","7,212","7,212","359","553","1,060","1,207","960","1,141","973","547","350","59","3"
"서울특별시 용산구 효창동(1117058000)","10,628","10,628","716","672","1,567","1,969","1,589","1,734","1,270","656","385","69","1","4,995","4,995","357","354","696","947","778","801","622","273","149","18","0","5,633","5,633","359","318","871","1,022","811","933","648","383","236","51","1"
"서울특별시 용산구 용문동(1117059000)","11,330","11,330","603","650","1,582","1,918","1,575","1,851","1,594","991","502","61","3","5,393","5,393","286","333","743","971","794","896","734","429","194","11","2","5,937","5,937","317","317","839","947","781","955","860","562","308","50","1"
"서울특별시 용산구 한강로동(1117062500)","20,935","20,935","1,194","966","3,184","4,832","2,836","3,172","2,683","1,268","687","107","6","9,878","9,878","615","493","1,357","2,233","1,383","1,496","1,355","621","293","31","1","11,057","11,057","579","473","1,827","2,599","1,453","1,676","1,328","647","394","76","5"
"서울특별시 용산구 이촌제1동(1117063000)","24,924","24,924","2,141","2,635","2,524","2,905","4,181","4,371","3,115","1,634","1,164","243","11","11,710","11,710","1,113","1,350","1,246","1,271","1,917","2,041","1,540","705","438","86","3","13,214","13,214","1,028","1,285","1,278","1,634","2,264","2,330","1,575","929","726","157","8"
"서울특별시 용산구 이촌제2동(1117064000)","7,877","7,877","411","437","836","1,283","1,117","1,305","1,280","740","387","78","3","3,690","3,690","196","220","423","639","545","620","558","326","139","23","1","4,187","4,187","215","217","413","644","572","685","722","414","248","55","2"
"서울특별시 용산구 이태원제1동(1117065000)","6,051","6,051","200","233","830","1,153","797","908","1,007","545","307","70","1","3,016","3,016","102","109","447","663","410","426","499","212","123","25","0","3,035","3,035","98","124","383","490","387","482","508","333","184","45","1"
"서울특별시 용산구 이태원제2동(1117066000)","8,705","8,705","339","425","1,199","1,670","1,320","1,242","1,177","752","498","80","3","4,103","4,103","180","194","610","862","643","570","529","304","178","33","0","4,602","4,602","159","231","589","808","677","672","648","448","320","47","3"
"서울특별시 용산구 한남동(1117068500)","16,295","16,295","963","973","1,834","2,922","2,707","2,623","2,249","1,271","639","113","1","7,773","7,773","496","506","906","1,380","1,338","1,236","1,067","553","266","25","0","8,522","8,522","467","467","928","1,542","1,369","1,387","1,182","718","373","88","1"
"서울특별시 용산구 서빙고동(1117069000)","12,524","12,524","648","1,380","1,545","1,481","2,168","2,125","1,668","781","610","113","5","6,019","6,019","332","680","775","734","1,059","999","841","347","209","40","3","6,505","6,505","316","700","770","747","1,109","1,126","827","434","401","73","2"
"서울특별시 용산구 보광동(1117070000)","9,532","9,532","207","459","1,209","1,484","1,263","1,753","1,698","902","478","76","3","4,760","4,760","118","279","670","854","657","864","761","364","172","21","0","4,772","4,772","89","180","539","630","606","889","937","538","306","55","3"
"서울특별시 성동구 (1120000000)","276,964","276,964","16,537","17,954","40,659","45,718","40,628","44,392","38,726","20,566","10,440","1,304","40","134,232","134,232","8,540","8,907","19,655","22,352","20,371","21,858","18,978","9,192","4,008","358","13","142,732","142,732","7,997","9,047","21,004","23,366","20,257","22,534","19,748","11,374","6,432","946","27"
"서울특별시 성동구 왕십리제2동(1120052000)","16,064","16,064","1,024","1,043","2,193","2,815","2,328","2,615","2,254","1,171","541","79","1","7,730","7,730","517","533","1,020","1,378","1,169","1,279","1,102","496","214","22","0","8,334","8,334","507","510","1,173","1,437","1,159","1,336","1,152","675","327","57","1"
"서울특별시 성동구 왕십리도선동(1120053500)","26,317","26,317","1,974","1,657","4,015","4,425","3,891","4,349","3,294","1,687","907","116","2","12,319","12,319","1,036","839","1,717","2,009","1,921","2,041","1,628","741","363","24","0","13,998","13,998","938","818","2,298","2,416","1,970","2,308","1,666","946","544","92","2"
"서울특별시 성동구 마장동(1120054000)","21,543","21,543","943","1,444","4,060","3,160","2,589","3,380","3,205","1,739","903","119","1","10,580","10,580","477","717","2,025","1,625","1,328","1,644","1,577","821","325","41","0","10,963","10,963","466","727","2,035","1,535","1,261","1,736","1,628","918","578","78","1"
"서울특별시 성동구 사근동(1120055000)","12,111","12,111","314","861","4,889","1,616","1,037","1,293","990","674","409","28","0","6,318","6,318","167","381","2,701","942","540","635","496","278","169","9","0","5,793","5,793","147","480","2,188","674","497","658","494","396","240","19","0"
"서울특별시 성동구 행당제1동(1120056000)","13,737","13,737","833","987","2,166","2,246","2,052","2,167","1,770","943","501","62","10","6,570","6,570","440","460","991","1,107","1,008","1,032","872","442","198","16","4","7,167","7,167","393","527","1,175","1,139","1,044","1,135","898","501","303","46","6"
"서울특별시 성동구 행당제2동(1120057000)","22,751","22,751","1,524","1,861","2,549","3,450","3,511","3,969","3,079","1,795","901","107","5","10,608","10,608","763","838","1,174","1,644","1,677","1,932","1,446","766","338","29","1","12,143","12,143","761","1,023","1,375","1,806","1,834","2,037","1,633","1,029","563","78","4"
"서울특별시 성동구 응봉동(1120058000)","14,861","14,861","942","1,465","1,649","2,023","2,580","2,531","1,855","1,111","633","71","1","7,048","7,048","490","754","771","975","1,212","1,236","867","476","246","21","0","7,813","7,813","452","711","878","1,048","1,368","1,295","988","635","387","50","1"
"서울특별시 성동구 금호1가동(1120059000)","14,699","14,699","1,054","1,029","1,495","2,287","2,481","2,332","2,169","1,203","568","80","1","6,994","6,994","557","520","731","1,060","1,281","1,105","990","534","197","19","0","7,705","7,705","497","509","764","1,227","1,200","1,227","1,179","669","371","61","1"
"서울특별시 성동구 금호2.3가동(1120061500)","21,848","21,848","1,526","1,256","2,438","3,743","3,529","3,542","3,096","1,713","881","116","8","10,377","10,377","783","638","1,205","1,809","1,743","1,681","1,441","730","311","34","2","11,471","11,471","743","618","1,233","1,934","1,786","1,861","1,655","983","570","82","6"
"서울특별시 성동구 금호4가동(1120062000)","14,100","14,100","1,165","922","1,296","2,302","2,585","2,131","1,975","1,109","547","64","4","6,649","6,649","628","460","645","1,048","1,264","1,049","876","472","190","15","2","7,451","7,451","537","462","651","1,254","1,321","1,082","1,099","637","357","49","2"
"서울특별시 성동구 옥수동(1120064500)","25,387","25,387","2,267","1,593","2,401","4,559","4,446","3,794","3,455","1,803","926","141","2","11,760","11,760","1,121","801","1,109","2,045","2,174","1,782","1,549","793","347","37","2","13,627","13,627","1,146","792","1,292","2,514","2,272","2,012","1,906","1,010","579","104","0"
"서울특별시 성동구 성수1가제1동(1120065000)","15,361","15,361","771","899","2,182","2,841","2,010","2,755","2,444","950","454","55","0","7,637","7,637","405","458","1,107","1,432","998","1,332","1,264","453","175","13","0","7,724","7,724","366","441","1,075","1,409","1,012","1,423","1,180","497","279","42","0"
"서울특별시 성동구 성수1가제2동(1120066000)","11,898","11,898","574","738","1,745","2,315","1,718","1,842","1,631","864","421","50","0","5,804","5,804","290","382","837","1,129","846","927","802","401","178","12","0","6,094","6,094","284","356","908","1,186","872","915","829","463","243","38","0"
"서울특별시 성동구 성수2가제1동(1120067000)","14,548","14,548","567","716","1,842","2,415","1,874","2,536","2,735","1,248","549","66","0","7,542","7,542","293","357","944","1,298","1,012","1,338","1,473","585","224","18","0","7,006","7,006","274","359","898","1,117","862","1,198","1,262","663","325","48","0"
"서울특별시 성동구 성수2가제3동(1120069000)","10,016","10,016","438","492","1,609","1,839","1,325","1,572","1,474","796","424","45","2","5,004","5,004","239","252","762","882","694","805","790","392","170","17","1","5,012","5,012","199","240","847","957","631","767","684","404","254","28","1"
"서울특별시 성동구 송정동(1120072000)","9,657","9,657","349","479","1,435","1,549","1,291","1,702","1,674","795","339","42","2","5,067","5,067","194","253","712","853","723","917","902","366","135","12","0","4,590","4,590","155","226","723","696","568","785","772","429","204","30","2"
"서울특별시 성동구 용답동(1120079000)","12,066","12,066","272","512","2,695","2,133","1,381","1,882","1,626","965","536","63","1","6,225","6,225","140","264","1,204","1,116","781","1,123","903","446","228","19","1","5,841","5,841","132","248","1,491","1,017","600","759","723","519","308","44","0"
"서울특별시 광진구 (1121500000)","335,105","335,105","14,831","23,738","58,615","54,792","47,748","53,070","45,834","23,886","11,083","1,456","52","160,888","160,888","7,569","11,951","27,175","27,327","23,358","25,782","21,900","10,903","4,499","410","14","174,217","174,217","7,262","11,787","31,440","27,465","24,390","27,288","23,934","12,983","6,584","1,046","38"
"서울특별시 광진구 화양동(1121571000)","23,343","23,343","305","732","10,329","4,748","2,017","1,948","1,651","1,041","509","62","1","11,021","11,021","156","314","4,375","2,485","1,081","1,083","813","470","228","16","0","12,322","12,322","149","418","5,954","2,263","936","865","838","571","281","46","1"
"서울특별시 광진구 군자동(1121573000)","18,996","18,996","643","950","4,183","3,416","2,478","2,612","2,554","1,407","687","63","3","9,326","9,326","331","494","1,991","1,762","1,240","1,324","1,233","664","276","11","0","9,670","9,670","312","456","2,192","1,654","1,238","1,288","1,321","743","411","52","3"
"서울특별시 광진구 중곡제1동(1121574000)","15,228","15,228","533","661","2,786","3,064","1,958","2,314","2,167","1,151","526","66","2","7,204","7,204","272","352","1,120","1,503","1,042","1,116","1,029","540","214","15","1","8,024","8,024","261","309","1,666","1,561","916","1,198","1,138","611","312","51","1"
"서울특별시 광진구 중곡제2동(1121575000)","20,406","20,406","795","1,221","3,267","3,635","2,806","3,314","3,057","1,605","629","74","3","9,609","9,609","407","617","1,478","1,760","1,386","1,515","1,442","704","283","16","1","10,797","10,797","388","604","1,789","1,875","1,420","1,799","1,615","901","346","58","2"
"서울특별시 광진구 중곡제3동(1121576000)","15,628","15,628","580","805","2,297","2,720","2,020","2,656","2,528","1,363","604","55","0","7,696","7,696","309","403","1,096","1,425","1,063","1,296","1,237","606","241","20","0","7,932","7,932","271","402","1,201","1,295","957","1,360","1,291","757","363","35","0"
"서울특별시 광진구 중곡제4동(1121577000)","27,508","27,508","994","1,652","3,876","4,045","3,532","5,070","4,699","2,474","1,044","118","4","13,410","13,410","516","866","1,957","2,091","1,786","2,371","2,232","1,133","431","26","1","14,098","14,098","478","786","1,919","1,954","1,746","2,699","2,467","1,341","613","92","3"
"서울특별시 광진구 능동(1121578000)","11,053","11,053","419","485","2,202","2,465","1,586","1,463","1,303","737","354","37","2","5,066","5,066","213","242","953","1,115","761","701","590","327","154","9","1","5,987","5,987","206","243","1,249","1,350","825","762","713","410","200","28","1"
"서울특별시 광진구 광장동(1121581000)","33,891","33,891","2,418","5,320","3,781","3,339","6,779","6,063","3,512","1,593","911","168","7","16,385","16,385","1,252","2,713","1,903","1,502","3,029","3,055","1,735","789","347","57","3","17,506","17,506","1,166","2,607","1,878","1,837","3,750","3,008","1,777","804","564","111","4"
"서울특별시 광진구 자양제1동(1121582000)","21,883","21,883","691","1,370","3,936","3,802","3,119","3,392","3,081","1,619","780","92","1","10,639","10,639","357","716","1,910","1,996","1,537","1,660","1,459","677","306","21","0","11,244","11,244","334","654","2,026","1,806","1,582","1,732","1,622","942","474","71","1"
"서울특별시 광진구 자양제2동(1121583000)","23,658","23,658","1,184","1,660","3,202","3,726","3,504","3,918","3,732","1,851","768","108","5","11,460","11,460","582","852","1,589","1,890","1,703","1,850","1,767","873","319","34","1","12,198","12,198","602","808","1,613","1,836","1,801","2,068","1,965","978","449","74","4"
"서울특별시 광진구 자양제3동(1121584000)","27,127","27,127","1,870","2,408","3,440","3,839","4,159","4,554","3,864","1,844","963","180","6","12,966","12,966","971","1,162","1,713","1,823","1,943","2,191","1,832","872","396","60","3","14,161","14,161","899","1,246","1,727","2,016","2,216","2,363","2,032","972","567","120","3"
"서울특별시 광진구 자양제4동(1121584700)","19,832","19,832","742","897","3,225","3,397","2,539","3,152","3,211","1,783","791","92","3","9,777","9,777","369","437","1,517","1,791","1,316","1,622","1,594","798","306","26","1","10,055","10,055","373","460","1,708","1,606","1,223","1,530","1,617","985","485","66","2"
"서울특별시 광진구 구의제1동(1121585000)","23,116","23,116","832","1,159","4,782","4,532","3,186","3,489","2,861","1,470","711","90","4","11,006","11,006","406","574","2,150","2,274","1,620","1,673","1,360","637","282","30","0","12,110","12,110","426","585","2,632","2,258","1,566","1,816","1,501","833","429","60","4"
"서울특별시 광진구 구의제2동(1121586000)","25,611","25,611","1,264","2,146","3,263","3,593","3,974","4,471","3,816","2,057","916","105","6","12,196","12,196","642","1,094","1,582","1,758","1,919","2,120","1,776","926","354","25","0","13,415","13,415","622","1,052","1,681","1,835","2,055","2,351","2,040","1,131","562","80","6"
"서울특별시 광진구 구의제3동(1121587000)","27,825","27,825","1,561","2,272","4,046","4,471","4,091","4,654","3,798","1,891","890","146","5","13,127","13,127","786","1,115","1,841","2,152","1,932","2,205","1,801","887","362","44","2","14,698","14,698","775","1,157","2,205","2,319","2,159","2,449","1,997","1,004","528","102","3"
"서울특별시 동대문구 (1123000000)","341,987","341,987","17,952","23,159","56,992","49,426","48,391","52,734","48,692","28,631","14,249","1,706","55","167,574","167,574","9,108","11,661","27,079","25,374","24,905","26,641","23,713","12,906","5,696","480","11","174,413","174,413","8,844","11,498","29,913","24,052","23,486","26,093","24,979","15,725","8,553","1,226","44"
"서울특별시 동대문구 용신동(1123053600)","38,578","38,578","1,925","1,918","7,052","7,014","5,528","5,693","5,073","2,725","1,479","165","6","19,052","19,052","962","990","3,164","3,509","2,926","2,980","2,616","1,257","593","54","1","19,526","19,526","963","928","3,888","3,505","2,602","2,713","2,457","1,468","886","111","5"
"서울특별시 동대문구 제기동(1123054500)","22,965","22,965","751","1,212","4,366","2,935","2,573","3,477","3,705","2,465","1,331","144","6","11,768","11,768","378","637","2,304","1,650","1,414","1,857","1,817","1,114","555","41","1","11,197","11,197","373","575","2,062","1,285","1,159","1,620","1,888","1,351","776","103","5"
"서울특별시 동대문구 전농제1동(1123056000)","32,843","32,843","1,967","2,167","5,033","4,627","4,794","5,411","4,773","2,587","1,308","170","6","16,342","16,342","984","1,105","2,446","2,371","2,493","2,800","2,427","1,166","508","42","0","16,501","16,501","983","1,062","2,587","2,256","2,301","2,611","2,346","1,421","800","128","6"
"서울특별시 동대문구 전농제2동(1123057000)","17,827","17,827","962","1,527","1,978","2,087","2,615","3,153","2,866","1,653","899","85","2","8,472","8,472","486","753","944","1,064","1,293","1,517","1,282","734","367","31","1","9,355","9,355","476","774","1,034","1,023","1,322","1,636","1,584","919","532","54","1"
"서울특별시 동대문구 답십리제1동(1123060000)","27,813","27,813","2,239","1,908","3,807","4,793","4,656","4,053","3,518","1,828","890","113","8","13,304","13,304","1,143","941","1,667","2,241","2,372","2,003","1,743","827","338","28","1","14,509","14,509","1,096","967","2,140","2,552","2,284","2,050","1,775","1,001","552","85","7"
"서울특별시 동대문구 답십리제2동(1123061000)","27,388","27,388","1,560","1,694","3,143","4,229","3,751","4,570","4,435","2,560","1,296","150","0","13,175","13,175","759","816","1,544","2,157","1,901","2,226","2,084","1,140","506","42","0","14,213","14,213","801","878","1,599","2,072","1,850","2,344","2,351","1,420","790","108","0"
"서울특별시 동대문구 장안제1동(1123065000)","37,417","37,417","2,083","2,491","4,843","5,944","6,074","5,775","5,625","3,183","1,241","149","9","18,467","18,467","1,103","1,247","2,237","3,070","3,142","2,916","2,698","1,492","533","28","1","18,950","18,950","980","1,244","2,606","2,874","2,932","2,859","2,927","1,691","708","121","8"
"서울특별시 동대문구 장안제2동(1123066000)","32,658","32,658","2,444","2,831","3,717","4,725","5,746","5,046","4,513","2,506","1,006","122","2","16,159","16,159","1,250","1,532","1,836","2,372","2,895","2,539","2,144","1,164","403","24","0","16,499","16,499","1,194","1,299","1,881","2,353","2,851","2,507","2,369","1,342","603","98","2"
"서울특별시 동대문구 청량리동(1123070500)","18,697","18,697","592","936","2,200","2,159","2,133","3,043","3,796","2,398","1,238","198","4","9,197","9,197","289","488","1,091","1,162","1,133","1,539","1,883","1,079","477","54","2","9,500","9,500","303","448","1,109","997","1,000","1,504","1,913","1,319","761","144","2"
"서울특별시 동대문구 회기동(1123071000)","10,440","10,440","307","784","3,460","1,471","1,163","1,206","958","626","410","53","2","4,945","4,945","155","381","1,575","786","567","622","430","261","153","13","2","5,495","5,495","152","403","1,885","685","596","584","528","365","257","40","0"
"서울특별시 동대문구 휘경제1동(1123072000)","13,787","13,787","637","856","3,738","2,050","1,603","1,897","1,490","942","503","68","3","6,456","6,456","320","385","1,536","1,084","825","908","755","412","207","24","0","7,331","7,331","317","471","2,202","966","778","989","735","530","296","44","3"
